epoch,train_loss,val_loss,auc_advance,auc_shot,auc_goal,auc_retain
49,0.22633565281118664,0.2970996754510062,0.7840350500638885,0.587303832257666,,0.5699259603254586
50,0.22473762461117336,0.30024862715176176,0.7824061759905161,0.5769949011009772,,0.5685591945604449
51,0.22308960897581917,0.30342342598097666,0.7831400563101631,0.580341028607966,,0.5662314701007263
52,0.22129681152956826,0.3073261635644095,0.7800776489007121,0.5828821585763045,,0.5636960946515366
53,0.21956959026200432,0.30935676183019367,0.7797849300044706,0.573992090984558,,0.561178424934076
54,0.217826395375388,0.3121564430849893,0.7778054193365876,0.584020737096988,,0.5619194219269895
55,0.21670744589396884,0.3135161910738264,0.7753591705064449,0.581871461242373,,0.5635550149811859
56,0.21494918763637544,0.31764134764671326,0.7753390271320952,0.5826610185809185,,0.5598093490939484
57,0.2134782578263964,0.3208532844270979,0.7772457966797831,0.5797686149777207,,0.5555429496088411
58,0.2121370894568307,0.3220866024494171,0.772865763081292,0.5799418358579574,,0.5578015130703672
59,0.21113546235220773,0.32437106115477427,0.7739902565968244,0.5789345172031076,,0.5543066902992195
60,0.20963365605899265,0.32610805119786945,0.7727721147910982,0.5720183974525486,,0.5566012186191482
61,0.20834382218973976,0.3313536984579904,0.7723234681703302,0.5756336203999557,,0.5540899518904594
62,0.2074974877493722,0.33013470683779034,0.7709137988192256,0.5760847648820823,,0.5550528428170913
63,0.20646402750696455,0.3329609589917319,0.7709926873371311,0.5764081371671047,,0.5537832106533279
64,0.20573636548859733,0.3347860872745514,0.7698876474653317,0.5748720007411295,,0.5546237210782708
65,0.20508295510496413,0.33887201121875216,0.7707740786069226,0.5773639400484277,,0.5510557926260614
66,0.20399504389081682,0.3395555487700871,0.7698618635758391,0.5753002937271008,,0.550659513598327
67,0.2036427685192653,0.34089912261281696,0.7687472623712306,0.574062752606215,,0.5505946669880295
68,0.20290203690528869,0.3432403547423227,0.770324553621158,0.5754994904733965,,0.5511934350860075
69,0.20248157126562935,0.3434652771268572,0.768835300235201,0.5734377333059648,,0.5494237925699221
70,0.202004582967077,0.344662287405559,0.7694477301030215,0.5747042293432828,,0.5489743196157683
71,0.2016203658921378,0.3452589384147099,0.7698963373767409,0.5760872716439818,,0.549317494818151
72,0.20130120132650647,0.344768796648298,0.7684473186625069,0.5748747254823245,,0.5493715420888751
73,0.20110655341829572,0.34645338569368633,0.7688085396130901,0.5759542679437831,,0.549576193584741
74,0.20088583273547037,0.34593153425625395,0.768487073068784,0.5756599958947233,,0.549934418571899
75,0.20059173362595695,0.3463960587978363,0.7682870141574569,0.5759927049595739,,0.5498239970977179
76,0.20056972929409572,0.3467085659503937,0.7682610578353101,0.5759270205318331,,0.5493785031229688
77,0.20044329038688113,0.3468233900410788,0.7684002943103686,0.575815233483073,,0.5493728040851187
78,0.2003492819411414,0.3468070200511387,0.7684671333732741,0.5758972300281011,,0.5495113928969231
79,0.20043812010969433,0.3469222145421164,0.7684305267308851,0.5759551761908481,,0.5495364409937159
80,0.2003318075622831,0.3469453283718654,0.7684453802417305,0.5759237508423991,,0.549495986776958
